SEMESTER,SUBJECT,CATALOGNUMBER,LOCATION,ENROLMENTCAPACITY,ENROLMENTTOTAL,INSTRUCTORS,COMPONENTCODE
1001,ATHL,201,BURNABY,9999,0,(null),CNV
1001,ATHL,202,BURNABY,9999,0,(null),CNV
1001,ATHL,203,BURNABY,9999,0,(null),CNV
1001,ATHL,204,BURNABY,9999,0,(null),CNV
1001,CMNS,110,BURNABY,9999,0,(null),CNV
1001,CMNS,130,BURNABY,9999,0,(null),CNV
1001,CMNS,200,BURNABY,9999,0,(null),CNV
1001,CMNS,205,BURNABY,9999,0,(null),CNV
1001,CMNS,210,BURNABY,9999,0,(null),CNV
1001,CMNS,220,BURNABY,9999,0,(null),CNV
1001,CMNS,221,BURNABY,9999,0,(null),CNV
1001,CMNS,223,BURNABY,9999,0,(null),CNV
1001,CMNS,224,BURNABY,9999,0,(null),CNV
1001,CMNS,226,BURNABY,9999,0,(null),CNV
1001,CMNS,230,BURNABY,9999,0,(null),CNV
1001,CMNS,235,BURNABY,9999,0,(null),CNV
1001,CMNS,240,BURNABY,9999,0,(null),CNV
1001,CMNS,247,BURNABY,9999,0,(null),CNV
1001,CMNS,253,BURNABY,9999,0,(null),CNV
1001,CMNS,258,BURNABY,9999,0,(null),CNV
1001,CMNS,259,BURNABY,9999,0,(null),CNV
1001,CMNS,260,BURNABY,9999,0,(null),CNV
1001,CMNS,261,BURNABY,9999,0,(null),CNV
1001,CMNS,304,BURNABY,9999,0,(null),CNV
1001,CMNS,310,BURNABY,9999,0,(null),CNV
1001,CMNS,320,BURNABY,9999,0,(null),CNV
1001,CMNS,321,BURNABY,9999,0,(null),CNV
1001,CMNS,323,BURNABY,9999,0,(null),CNV
1001,CMNS,326,BURNABY,9999,0,(null),CNV
1001,CMNS,331,BURNABY,9999,0,(null),CNV
1001,CMNS,333,BURNABY,9999,0,(null),CNV
1001,CMNS,334,BURNABY,9999,0,(null),CNV
1001,CMNS,335,BURNABY,9999,0,(null),CNV
1001,CMNS,342,BURNABY,9999,0,(null),CNV
1001,CMNS,345,BURNABY,9999,0,(null),CNV
1001,CMNS,347,BURNABY,9999,0,(null),CNV
1001,CMNS,353,BURNABY,9999,0,(null),CNV
1001,CMNS,358,BURNABY,9999,0,(null),CNV
1001,CMNS,359,BURNABY,9999,0,(null),CNV
1001,CMNS,362,BURNABY,9999,0,(null),CNV
1001,CMNS,363,BURNABY,9999,0,(null),CNV
1001,CMNS,371,BURNABY,9999,0,(null),CNV
1001,CMNS,372,BURNABY,9999,0,(null),CNV
1001,CMNS,375,BURNABY,9999,0,(null),CNV
1001,CMNS,395,BURNABY,9999,0,(null),CNV
1001,CMNS,396,BURNABY,9999,0,(null),CNV
1001,CMNS,408,BURNABY,9999,0,(null),CNV
1001,CMNS,422,BURNABY,9999,0,(null),CNV
1001,CMNS,425,BURNABY,9999,0,(null),CNV
1001,CMNS,426,BURNABY,9999,0,(null),CNV
1001,CMNS,428,BURNABY,9999,0,(null),CNV
1001,CMNS,431,BURNABY,9999,0,(null),CNV
1001,CMNS,433,BURNABY,9999,0,(null),CNV
1001,CMNS,435,BURNABY,9999,0,(null),CNV
1001,CMNS,436,BURNABY,9999,0,(null),CNV
1001,CMNS,438,BURNABY,9999,0,(null),CNV
1001,CMNS,444,BURNABY,9999,0,(null),CNV
1001,CMNS,446,BURNABY,9999,0,(null),CNV
1001,CMNS,447,BURNABY,9999,0,(null),CNV
1001,CMNS,448,BURNABY,9999,0,(null),CNV
1001,CMNS,453,BURNABY,9999,0,(null),CNV
1001,CMNS,454,BURNABY,9999,0,(null),CNV
1001,CMNS,456,BURNABY,9999,0,(null),CNV
1001,CMNS,458,BURNABY,9999,0,(null),CNV
1001,CMNS,472,BURNABY,9999,0,(null),CNV
1001,CMNS,473,BURNABY,9999,0,(null),CNV
1001,CMNS,474,BURNABY,9999,0,(null),CNV
1001,CMNS,478,BURNABY,9999,0,(null),CNV
1001,CMNS,480,BURNABY,9999,0,(null),CNV
1001,CMNS,481,BURNABY,9999,0,(null),CNV
1001,CMNS,482,BURNABY,9999,0,(null),CNV
1001,CMNS,483,BURNABY,9999,0,(null),CNV
1001,CMNS,486,BURNABY,9999,0,(null),CNV
1001,CMNS,487,BURNABY,9999,0,(null),CNV
1001,CMNS,489,BURNABY,9999,0,(null),CNV
1001,CMNS,494,BURNABY,9999,0,(null),CNV
1001,CMNS,495,BURNABY,9999,0,(null),CNV
1001,CMNS,496,BURNABY,9999,0,(null),CNV
1001,CMNS,497,BURNABY,9999,0,(null),CNV
1001,CMNS,498,BURNABY,9999,0,(null),CNV
1001,CMNS,800,BURNABY,9999,0,(null),CNV
1001,CMNS,801,BURNABY,9999,0,(null),CNV
1001,CMNS,802,BURNABY,9999,0,(null),CNV
1001,CMNS,804,BURNABY,9999,0,(null),CNV
1001,CMNS,805,BURNABY,9999,0,(null),CNV
1001,CMNS,815,BURNABY,9999,0,(null),CNV
1001,CMNS,830,BURNABY,9999,0,(null),CNV
1001,CMNS,840,BURNABY,9999,0,(null),CNV
1001,CMNS,845,BURNABY,9999,0,(null),CNV
1001,CMNS,850,BURNABY,9999,0,(null),CNV
1001,CMNS,851,BURNABY,9999,0,(null),CNV
1001,CMNS,855,BURNABY,9999,0,(null),CNV
1001,CMNS,856,BURNABY,9999,0,(null),CNV
1001,CMNS,859,BURNABY,9999,0,(null),CNV
1001,CMNS,860,BURNABY,9999,0,(null),CNV
1001,CMNS,880,BURNABY,9999,0,(null),CNV
1001,CMNS,881,BURNABY,9999,0,(null),CNV
1001,CMNS,882,BURNABY,9999,0,(null),CNV
1001,CMNS,891,BURNABY,9999,0,(null),CNV
1001,CMNS,892,BURNABY,9999,0,(null),CNV
1001,CMNS,895,BURNABY,9999,0,(null),CNV
1001,CMNS,898,BURNABY,9999,0,(null),CNV
1001,CMNS,899,BURNABY,9999,0,(null),CNV
1001,CMPT,XX1,BURNABY,9999,0,(null),CNV
1001,CMPT,100,BURNABY,9999,0,(null),CNV
1001,CMPT,101,BURNABY,9999,0,(null),CNV
1001,CMPT,102,BURNABY,9999,0,(null),CNV
1001,CMPT,104,BURNABY,9999,0,(null),CNV
1001,CMPT,110,BURNABY,9999,0,(null),CNV
1001,CMPT,116,BURNABY,9999,0,(null),CNV
1001,CMPT,117,BURNABY,9999,0,(null),CNV
1001,CMPT,118,BURNABY,9999,0,(null),CNV
1001,CMPT,150,BURNABY,9999,0,(null),CNV
1001,CMPT,201,BURNABY,9999,0,(null),CNV
1001,CMPT,212,BURNABY,9999,0,(null),CNV
1001,CMPT,250,BURNABY,9999,1,(null),CNV
1001,CMPT,275,BURNABY,9999,0,(null),CNV
1001,CMPT,300,BURNABY,9999,0,(null),CNV
1001,CMPT,301,BURNABY,9999,0,(null),CNV
1001,CMPT,305,BURNABY,9999,0,(null),CNV
1001,CMPT,307,BURNABY,9999,0,(null),CNV
1001,CMPT,308,BURNABY,9999,0,(null),CNV
1001,CMPT,310,BURNABY,9999,0,(null),CNV
1001,CMPT,318,BURNABY,9999,0,(null),CNV
1001,CMPT,320,BURNABY,9999,0,(null),CNV
1001,CMPT,340,BURNABY,9999,0,(null),CNV
1001,CMPT,354,BURNABY,9999,0,(null),CNV
1001,CMPT,361,BURNABY,9999,1,(null),CNV
1001,CMPT,363,BURNABY,9999,0,(null),CNV
1001,CMPT,365,BURNABY,9999,0,(null),CNV
1001,CMPT,370,BURNABY,9999,0,(null),CNV
1001,CMPT,371,BURNABY,9999,0,(null),CNV
1001,CMPT,379,BURNABY,9999,0,(null),CNV
1001,CMPT,383,BURNABY,9999,0,(null),CNV
1001,CMPT,384,BURNABY,9999,0,(null),CNV
1001,CMPT,400,BURNABY,9999,0,(null),CNV
1001,CMPT,401,BURNABY,9999,0,(null),CNV
1001,CMPT,405,BURNABY,9999,0,(null),CNV
1001,CMPT,406,BURNABY,9999,0,(null),CNV
1001,CMPT,407,BURNABY,9999,0,(null),CNV
1001,CMPT,408,BURNABY,9999,0,(null),CNV
1001,CMPT,409,BURNABY,9999,0,(null),CNV
1001,CMPT,411,BURNABY,9999,0,(null),CNV
1001,CMPT,412,BURNABY,9999,0,(null),CNV
1001,CMPT,413,BURNABY,9999,0,(null),CNV
1001,CMPT,414,BURNABY,9999,0,(null),CNV
1001,CMPT,415,BURNABY,9999,0,(null),CNV
1001,CMPT,416,BURNABY,9999,0,(null),CNV
1001,CMPT,417,BURNABY,9999,0,(null),CNV
1001,CMPT,419,BURNABY,9999,0,(null),CNV
1001,CMPT,426,BURNABY,9999,0,(null),CNV
1001,CMPT,427,BURNABY,9999,0,(null),CNV
1001,CMPT,428,BURNABY,9999,0,(null),CNV
1001,CMPT,429,BURNABY,9999,0,(null),CNV
1001,CMPT,430,BURNABY,9999,0,(null),CNV
1001,CMPT,454,BURNABY,9999,0,(null),CNV
1001,CMPT,461,BURNABY,9999,0,(null),CNV
1001,CMPT,466,BURNABY,9999,0,(null),CNV
1001,CMPT,469,BURNABY,9999,0,(null),CNV
1001,CMPT,470,BURNABY,9999,0,(null),CNV
1001,CMPT,471,BURNABY,9999,0,(null),CNV
1001,CMPT,475,BURNABY,9999,0,(null),CNV
1001,CMPT,480,BURNABY,9999,0,(null),CNV
1001,CMPT,481,BURNABY,9999,0,(null),CNV
1001,CMPT,487,BURNABY,9999,0,(null),CNV
1001,CMPT,499,BURNABY,9999,0,(null),CNV
1001,CMPT,601,BURNABY,9999,0,(null),CNV
1001,CMPT,602,BURNABY,9999,0,(null),CNV
1001,CMPT,710,BURNABY,9999,0,(null),CNV
1001,CMPT,720,BURNABY,9999,0,(null),CNV
1001,CMPT,730,BURNABY,9999,0,(null),CNV
1001,CMPT,740,BURNABY,9999,0,(null),CNV
1001,CMPT,750,BURNABY,9999,0,(null),CNV
1001,CMPT,760,BURNABY,9999,0,(null),CNV
1001,CMPT,770,BURNABY,9999,0,(null),CNV
1001,CMPT,813,BURNABY,9999,0,(null),CNV
1001,CMPT,814,BURNABY,9999,0,(null),CNV
1001,CMPT,815,BURNABY,9999,0,(null),CNV
1001,CMPT,816,BURNABY,9999,0,(null),CNV
1001,CMPT,817,BURNABY,9999,0,(null),CNV
1001,CMPT,820,BURNABY,9999,0,(null),CNV
1001,CMPT,821,BURNABY,9999,0,(null),CNV
1001,CMPT,822,BURNABY,9999,0,(null),CNV
1001,CMPT,823,BURNABY,9999,0,(null),CNV
1001,CMPT,825,BURNABY,9999,0,(null),CNV
1001,CMPT,826,BURNABY,9999,0,(null),CNV
1001,CMPT,827,BURNABY,9999,0,(null),CNV
1001,CMPT,830,BURNABY,9999,0,(null),CNV
1001,CMPT,831,BURNABY,9999,0,(null),CNV
1001,CMPT,842,BURNABY,9999,0,(null),CNV
1001,CMPT,843,BURNABY,9999,0,(null),CNV
1001,CMPT,852,BURNABY,9999,0,(null),CNV
1001,CMPT,853,BURNABY,9999,0,(null),CNV
1001,CMPT,873,BURNABY,9999,0,(null),CNV
1001,CMPT,878,BURNABY,9999,0,(null),CNV
1001,CMPT,881,BURNABY,9999,0,(null),CNV
1001,CMPT,885,BURNABY,9999,0,(null),CNV
1001,CMPT,887,BURNABY,9999,0,(null),CNV
1001,CMPT,889,BURNABY,9999,0,(null),CNV
1001,CMPT,891,BURNABY,9999,0,(null),CNV
1001,CMPT,894,BURNABY,9999,0,(null),CNV
1001,CMPT,897,BURNABY,9999,0,(null),CNV
1001,CMPT,898,BURNABY,9999,0,(null),CNV
1001,CMPT,899,BURNABY,9999,0,(null),CNV
1001,ENSC,100,BURNABY,9999,0,(null),CNV
1001,ENSC,101,BURNABY,9999,0,(null),CNV
1001,ENSC,102,BURNABY,9999,0,(null),CNV
1001,ENSC,150,BURNABY,9999,0,(null),CNV
1001,ENSC,151,BURNABY,9999,0,(null),CNV
1001,ENSC,195,BURNABY,9999,0,(null),CNV
1001,ENSC,196,BURNABY,9999,0,(null),CNV
1001,ENSC,201,BURNABY,9999,0,(null),CNV
1001,ENSC,204,BURNABY,9999,0,(null),CNV
1001,ENSC,220,BURNABY,9999,0,(null),CNV
1001,ENSC,225,BURNABY,9999,0,(null),CNV
1001,ENSC,230,BURNABY,9999,0,(null),CNV
1001,ENSC,250,BURNABY,9999,0,(null),CNV
1001,ENSC,263,BURNABY,9999,0,(null),CNV
1001,ENSC,295,BURNABY,9999,0,(null),CNV
1001,ENSC,296,BURNABY,9999,0,(null),CNV
1001,ENSC,301,BURNABY,9999,0,(null),CNV
1001,ENSC,304,BURNABY,9999,0,(null),CNV
1001,ENSC,305,BURNABY,9999,0,(null),CNV
1001,ENSC,306,BURNABY,9999,0,(null),CNV
1001,ENSC,320,BURNABY,9999,0,(null),CNV
1001,ENSC,325,BURNABY,9999,0,(null),CNV
1001,ENSC,327,BURNABY,9999,0,(null),CNV
1001,ENSC,330,BURNABY,9999,0,(null),CNV
1001,ENSC,340,BURNABY,9999,0,(null),CNV
1001,ENSC,350,BURNABY,9999,0,(null),CNV
1001,ENSC,351,BURNABY,9999,0,(null),CNV
1001,ENSC,364,BURNABY,9999,0,(null),CNV
1001,ENSC,370,BURNABY,9999,0,(null),CNV
1001,ENSC,380,BURNABY,9999,0,(null),CNV
1001,ENSC,383,BURNABY,9999,0,(null),CNV
1001,ENSC,387,BURNABY,9999,0,(null),CNV
1001,ENSC,395,BURNABY,9999,0,(null),CNV
1001,ENSC,396,BURNABY,9999,0,(null),CNV
1001,ENSC,400,BURNABY,9999,0,(null),CNV
1001,ENSC,401,BURNABY,9999,0,(null),CNV
1001,ENSC,402,BURNABY,9999,0,(null),CNV
1001,ENSC,406,BURNABY,9999,0,(null),CNV
1001,ENSC,407,BURNABY,9999,0,(null),CNV
1001,ENSC,408,BURNABY,9999,0,(null),CNV
1001,ENSC,424,BURNABY,9999,0,(null),CNV
1001,ENSC,425,BURNABY,9999,0,(null),CNV
1001,ENSC,426,BURNABY,9999,0,(null),CNV
1001,ENSC,427,BURNABY,9999,0,(null),CNV
1001,ENSC,428,BURNABY,9999,0,(null),CNV
1001,ENSC,429,BURNABY,9999,0,(null),CNV
1001,ENSC,450,BURNABY,9999,0,(null),CNV
1001,ENSC,460,BURNABY,9999,0,(null),CNV
1001,ENSC,481,BURNABY,9999,0,(null),CNV
1001,ENSC,483,BURNABY,9999,0,(null),CNV
1001,ENSC,488,BURNABY,9999,0,(null),CNV
1001,ENSC,489,BURNABY,9999,0,(null),CNV
1001,ENSC,491,BURNABY,9999,0,(null),CNV
1001,ENSC,492,BURNABY,9999,0,(null),CNV
1001,ENSC,493,BURNABY,9999,0,(null),CNV
1001,ENSC,494,BURNABY,9999,0,(null),CNV
1001,ENSC,495,BURNABY,9999,0,(null),CNV
1001,ENSC,498,BURNABY,9999,0,(null),CNV
1001,ENSC,499,BURNABY,9999,0,(null),CNV
1001,ENSC,800,BURNABY,9999,0,(null),CNV
1001,ENSC,801,BURNABY,9999,0,(null),CNV
1001,ENSC,802,BURNABY,9999,0,(null),CNV
1001,ENSC,805,BURNABY,9999,0,(null),CNV
1001,ENSC,810,BURNABY,9999,0,(null),CNV
1001,ENSC,815,BURNABY,9999,0,(null),CNV
1001,ENSC,820,BURNABY,9999,0,(null),CNV
1001,ENSC,832,BURNABY,9999,0,(null),CNV
1001,ENSC,833,BURNABY,9999,0,(null),CNV
1001,ENSC,834,BURNABY,9999,0,(null),CNV
1001,ENSC,850,BURNABY,9999,0,(null),CNV
1001,ENSC,851,BURNABY,9999,0,(null),CNV
1001,ENSC,852,BURNABY,9999,0,(null),CNV
1001,ENSC,853,BURNABY,9999,0,(null),CNV
1001,ENSC,854,BURNABY,9999,0,(null),CNV
1001,ENSC,855,BURNABY,9999,0,(null),CNV
1001,ENSC,856,BURNABY,9999,0,(null),CNV
1001,ENSC,858,BURNABY,9999,0,(null),CNV
1001,ENSC,861,BURNABY,9999,0,(null),CNV
1001,ENSC,883,BURNABY,9999,0,(null),CNV
1001,ENSC,887,BURNABY,9999,0,(null),CNV
1001,ENSC,888,BURNABY,9999,0,(null),CNV
1001,ENSC,889,BURNABY,9999,0,(null),CNV
1001,ENSC,890,BURNABY,9999,0,(null),CNV
1001,ENSC,891,BURNABY,9999,0,(null),CNV
1001,ENSC,892,BURNABY,9999,0,(null),CNV
1001,ENSC,894,BURNABY,9999,0,(null),CNV
1001,ENSC,897,BURNABY,9999,0,(null),CNV
1001,ENSC,898,BURNABY,9999,0,(null),CNV
1001,ENSC,899,BURNABY,9999,0,(null),CNV
1001,ETEC,600,BURNABY,9999,0,(null),CNV
1001,ETEC,601,BURNABY,9999,0,(null),CNV
1001,ETEC,691,BURNABY,9999,0,(null),CNV
1001,ETEC,692,BURNABY,9999,0,(null),CNV
1001,ETEC,693,BURNABY,9999,0,(null),CNV
1001,ETEC,694,BURNABY,9999,0,(null),CNV
1001,ETEC,695,BURNABY,9999,0,(null),CNV
1001,ETEC,696,BURNABY,9999,0,(null),CNV
1001,ETEC,697,BURNABY,9999,0,(null),CNV
1001,ETEC,698,BURNABY,9999,0,(null),CNV
1001,ETEC,699,BURNABY,9999,0,(null),CNV
1001,IART,600,BURNABY,9999,0,(null),CNV
1001,IART,601,BURNABY,9999,0,(null),CNV
1001,IART,602,BURNABY,9999,0,(null),CNV
1001,IART,603,BURNABY,9999,0,(null),CNV
1001,IART,604,BURNABY,9999,0,(null),CNV
1001,IART,605,BURNABY,9999,0,(null),CNV
1001,IART,606,BURNABY,9999,0,(null),CNV
1001,IART,607,BURNABY,9999,0,(null),CNV
1001,IART,608,BURNABY,9999,0,(null),CNV
1001,IART,609,BURNABY,9999,0,(null),CNV
1001,IART,611,BURNABY,9999,0,(null),CNV
1001,IART,612,BURNABY,9999,0,(null),CNV
1001,IART,613,BURNABY,9999,0,(null),CNV
1001,IART,614,BURNABY,9999,0,(null),CNV
1001,IART,691,BURNABY,9999,0,(null),CNV
1001,IART,692,BURNABY,9999,0,(null),CNV
1001,IART,693,BURNABY,9999,0,(null),CNV
1001,IART,694,BURNABY,9999,0,(null),CNV
1001,IART,695,BURNABY,9999,0,(null),CNV
1001,IART,696,BURNABY,9999,0,(null),CNV
1001,IART,697,BURNABY,9999,0,(null),CNV
1001,IART,698,BURNABY,9999,0,(null),CNV
1001,IART,699,BURNABY,9999,0,(null),CNV
1001,IART,898,BURNABY,9999,0,(null),CNV
1001,IART,899,BURNABY,9999,0,(null),CNV
1001,INTD,600,BURNABY,9999,0,(null),CNV
1001,INTD,601,BURNABY,9999,0,(null),CNV
1001,INTD,602,BURNABY,9999,0,(null),CNV
1001,INTD,603,BURNABY,9999,0,(null),CNV
1001,INTD,604,BURNABY,9999,0,(null),CNV
1001,INTD,691,BURNABY,9999,0,(null),CNV
1001,INTD,692,BURNABY,9999,0,(null),CNV
1001,ITEC,600,BURNABY,9999,0,(null),CNV
1001,ITEC,601,BURNABY,9999,0,(null),CNV
1001,ITEC,602,BURNABY,9999,0,(null),CNV
1001,ITEC,603,BURNABY,9999,0,(null),CNV
1001,ITEC,604,BURNABY,9999,0,(null),CNV
1001,ITEC,605,BURNABY,9999,0,(null),CNV
1001,ITEC,606,BURNABY,9999,0,(null),CNV
1001,ITEC,607,BURNABY,9999,0,(null),CNV
1001,ITEC,608,BURNABY,9999,0,(null),CNV
1001,ITEC,609,BURNABY,9999,0,(null),CNV
1001,ITEC,610,BURNABY,9999,0,(null),CNV
1001,ITEC,611,BURNABY,9999,0,(null),CNV
1001,ITEC,614,BURNABY,9999,0,(null),CNV
1001,ITEC,615,BURNABY,9999,0,(null),CNV
1001,ITEC,691,BURNABY,9999,0,(null),CNV
1001,ITEC,692,BURNABY,9999,0,(null),CNV
1001,ITEC,693,BURNABY,9999,0,(null),CNV
1001,ITEC,694,BURNABY,9999,0,(null),CNV
1001,ITEC,695,BURNABY,9999,0,(null),CNV
1001,ITEC,696,BURNABY,9999,0,(null),CNV
1001,ITEC,697,BURNABY,9999,0,(null),CNV
1001,ITEC,698,BURNABY,9999,0,(null),CNV
1001,ITEC,699,BURNABY,9999,0,(null),CNV
1001,ITEC,898,BURNABY,9999,0,(null),CNV
1001,ITEC,899,BURNABY,9999,0,(null),CNV
1001,KIN,105,BURNABY,9999,0,(null),CNV
1001,KIN,110,BURNABY,9999,0,(null),CNV
1001,KIN,111,BURNABY,9999,0,(null),CNV
1001,KIN,140,BURNABY,9999,0,(null),CNV
1001,KIN,142,BURNABY,9999,1,(null),CNV
1001,KIN,143,BURNABY,9999,0,(null),CNV
1001,KIN,201,BURNABY,9999,0,(null),CNV
1001,KIN,203,BURNABY,9999,0,(null),CNV
1001,KIN,205,BURNABY,9999,0,(null),CNV
1001,KIN,207,BURNABY,9999,0,(null),CNV
1001,KIN,212,BURNABY,9999,0,(null),CNV
1001,KIN,221,BURNABY,9999,0,(null),CNV
1001,KIN,241,BURNABY,9999,0,(null),CNV
1001,KIN,301,BURNABY,9999,0,(null),CNV
1001,KIN,303,BURNABY,9999,0,(null),CNV
1001,KIN,305,BURNABY,9999,0,(null),CNV
1001,KIN,306,BURNABY,9999,0,(null),CNV
1001,KIN,310,BURNABY,9999,0,(null),CNV
1001,KIN,311,BURNABY,9999,0,(null),CNV
1001,KIN,312,BURNABY,9999,0,(null),CNV
1001,KIN,320,BURNABY,9999,0,(null),CNV
1001,KIN,325,BURNABY,9999,0,(null),CNV
1001,KIN,326,BURNABY,9999,0,(null),CNV
1001,KIN,336,BURNABY,9999,0,(null),CNV
1001,KIN,343,BURNABY,9999,0,(null),CNV
1001,KIN,351,BURNABY,9999,0,(null),CNV
1001,KIN,352,BURNABY,9999,0,(null),CNV
1001,KIN,367,BURNABY,9999,0,(null),CNV
1001,KIN,370,BURNABY,9999,0,(null),CNV
1001,KIN,375,BURNABY,9999,0,(null),CNV
1001,KIN,380,BURNABY,9999,0,(null),CNV
1001,KIN,381,BURNABY,9999,0,(null),CNV
1001,KIN,382,BURNABY,9999,0,(null),CNV
1001,KIN,383,BURNABY,9999,0,(null),CNV
1001,KIN,402,BURNABY,9999,0,(null),CNV
1001,KIN,407,BURNABY,9999,0,(null),CNV
1001,KIN,412,BURNABY,9999,0,(null),CNV
1001,KIN,415,BURNABY,9999,0,(null),CNV
1001,KIN,416,BURNABY,9999,0,(null),CNV
1001,KIN,418,BURNABY,9999,0,(null),CNV
1001,KIN,421,BURNABY,9999,0,(null),CNV
1001,KIN,422,BURNABY,9999,0,(null),CNV
1001,KIN,426,BURNABY,9999,0,(null),CNV
1001,KIN,430,BURNABY,9999,0,(null),CNV
1001,KIN,431,BURNABY,9999,0,(null),CNV
1001,KIN,442,BURNABY,9999,0,(null),CNV
1001,KIN,444,BURNABY,9999,0,(null),CNV
1001,KIN,445,BURNABY,9999,0,(null),CNV
1001,KIN,451,BURNABY,9999,0,(null),CNV
1001,KIN,452,BURNABY,9999,0,(null),CNV
1001,KIN,453,BURNABY,9999,0,(null),CNV
1001,KIN,460,BURNABY,9999,0,(null),CNV
1001,KIN,461,BURNABY,9999,0,(null),CNV
1001,KIN,467,BURNABY,9999,0,(null),CNV
1001,KIN,481,BURNABY,9999,0,(null),CNV
1001,KIN,485,BURNABY,9999,0,(null),CNV
1001,KIN,486,BURNABY,9999,0,(null),CNV
1001,KIN,496,BURNABY,9999,0,(null),CNV
1001,KIN,497,BURNABY,9999,0,(null),CNV
1001,KIN,498,BURNABY,9999,0,(null),CNV
1001,KIN,499,BURNABY,9999,0,(null),CNV
1001,KIN,805,BURNABY,9999,0,(null),CNV
1001,KIN,806,BURNABY,9999,0,(null),CNV
1001,KIN,807,BURNABY,9999,0,(null),CNV
1001,KIN,808,BURNABY,9999,0,(null),CNV
1001,KIN,810,BURNABY,9999,0,(null),CNV
1001,KIN,811,BURNABY,9999,0,(null),CNV
1001,KIN,812,BURNABY,9999,0,(null),CNV
1001,KIN,821,BURNABY,9999,0,(null),CNV
1001,KIN,825,BURNABY,9999,0,(null),CNV
1001,KIN,826,BURNABY,9999,0,(null),CNV
1001,KIN,835,BURNABY,9999,0,(null),CNV
1001,KIN,840,BURNABY,9999,0,(null),CNV
1001,KIN,850,BURNABY,9999,0,(null),CNV
1001,KIN,851,BURNABY,9999,0,(null),CNV
1001,KIN,861,BURNABY,9999,0,(null),CNV
1001,KIN,865,BURNABY,9999,0,(null),CNV
1001,KIN,870,BURNABY,9999,0,(null),CNV
1001,KIN,875,BURNABY,9999,0,(null),CNV
1001,KIN,880,BURNABY,9999,0,(null),CNV
1001,KIN,885,BURNABY,9999,0,(null),CNV
1001,KIN,890,BURNABY,9999,0,(null),CNV
1001,KIN,898,BURNABY,9999,0,(null),CNV
1001,KIN,899,BURNABY,9999,0,(null),CNV
1001,MACM,101,BURNABY,9999,0,(null),CNV
1001,MTEC,600,BURNABY,9999,0,(null),CNV
1001,MTEC,601,BURNABY,9999,0,(null),CNV
1001,MTEC,602,BURNABY,9999,0,(null),CNV
1001,MTEC,603,BURNABY,9999,0,(null),CNV
1001,MTEC,604,BURNABY,9999,0,(null),CNV
1001,MTEC,605,BURNABY,9999,0,(null),CNV
1001,MTEC,606,BURNABY,9999,0,(null),CNV
1001,MTEC,607,BURNABY,9999,0,(null),CNV
1001,MTEC,608,BURNABY,9999,0,(null),CNV
1001,MTEC,609,BURNABY,9999,0,(null),CNV
1001,MTEC,610,BURNABY,9999,0,(null),CNV
1001,MTEC,611,BURNABY,9999,0,(null),CNV
1001,MTEC,613,BURNABY,9999,0,(null),CNV
1001,MTEC,691,BURNABY,9999,0,(null),CNV
1001,MTEC,692,BURNABY,9999,0,(null),CNV
1001,MTEC,693,BURNABY,9999,0,(null),CNV
1001,MTEC,694,BURNABY,9999,0,(null),CNV
1001,MTEC,695,BURNABY,9999,0,(null),CNV
1001,MTEC,696,BURNABY,9999,0,(null),CNV
1001,MTEC,697,BURNABY,9999,0,(null),CNV
1001,MTEC,698,BURNABY,9999,0,(null),CNV
1001,MTEC,699,BURNABY,9999,0,(null),CNV
1001,REM,100,BURNABY,9999,0,(null),CNV
1001,REM,311,BURNABY,9999,0,(null),CNV
1001,REM,356,BURNABY,9999,0,(null),CNV
1001,REM,412,BURNABY,9999,0,(null),CNV
1001,REM,445,BURNABY,9999,0,(null),CNV
1001,REM,471,BURNABY,9999,0,(null),CNV
1001,REM,601,BURNABY,9999,0,(null),CNV
1001,REM,602,BURNABY,9999,0,(null),CNV
1001,REM,610,BURNABY,9999,0,(null),CNV
1001,REM,611,BURNABY,9999,0,(null),CNV
1001,REM,612,BURNABY,9999,0,(null),CNV
1001,REM,613,BURNABY,9999,0,(null),CNV
1001,REM,621,BURNABY,9999,0,(null),CNV
1001,REM,625,BURNABY,9999,0,(null),CNV
1001,REM,631,BURNABY,9999,0,(null),CNV
1001,REM,632,BURNABY,9999,0,(null),CNV
1001,REM,633,BURNABY,9999,0,(null),CNV
1001,REM,634,BURNABY,9999,0,(null),CNV
1001,REM,641,BURNABY,9999,0,(null),CNV
1001,REM,642,BURNABY,9999,0,(null),CNV
1001,REM,643,BURNABY,9999,0,(null),CNV
1001,REM,644,BURNABY,9999,0,(null),CNV
1001,REM,645,BURNABY,9999,0,(null),CNV
1001,REM,646,BURNABY,9999,0,(null),CNV
1001,REM,647,BURNABY,9999,0,(null),CNV
1001,REM,648,BURNABY,9999,0,(null),CNV
1001,REM,649,BURNABY,9999,0,(null),CNV
1001,REM,650,BURNABY,9999,0,(null),CNV
1001,REM,651,BURNABY,9999,0,(null),CNV
1001,REM,652,BURNABY,9999,0,(null),CNV
1001,REM,655,BURNABY,9999,0,(null),CNV
1001,REM,658,BURNABY,9999,0,(null),CNV
1001,REM,660,BURNABY,9999,0,(null),CNV
1001,REM,661,BURNABY,9999,0,(null),CNV
1001,REM,664,BURNABY,9999,0,(null),CNV
1001,REM,670,BURNABY,9999,0,(null),CNV
